,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built,zipcode,price,price_per_sqftlot,area_per_bhk
7826,4,3,2360,13500,1.0,1973,98052,600000.0,44.44444444444444,3375.0
7827,5,3,3670,8960,1.5,1973,98052,731000.0,81.58482142857143,1792.0
7828,2,2,1130,2191,2.0,2010,98052,415000.0,189.4112277498859,1095.5
7829,3,3,2180,11100,1.0,1983,98052,540000.0,48.648648648648646,3700.0
7830,4,3,2100,8220,1.0,1975,98052,607000.0,73.84428223844282,2055.0
7831,3,3,2040,10086,2.0,1987,98052,542500.0,53.78742811818362,3362.0
7832,3,2,1110,9012,1.0,1966,98052,452000.0,50.15534842432312,3004.0
7833,4,3,1750,9000,1.0,1977,98052,625000.0,69.44444444444444,2250.0
7835,4,3,2570,8022,1.0,1984,98052,655000.0,81.65046123161306,2005.5
7837,3,3,3290,6830,2.0,2000,98052,930000.0,136.16398243045387,2276.6666666666665
7838,5,3,2860,5379,2.0,2005,98052,720000.0,133.85387618516452,1075.8
7839,2,2,1350,2560,1.0,1974,98052,382000.0,149.21875,1280.0
7840,3,3,2470,10321,2.0,1988,98052,732500.0,70.97180505764945,3440.3333333333335
7841,4,3,2620,10489,2.0,1990,98052,683000.0,65.11583563733436,2622.25
7842,3,3,2630,4972,2.0,2006,98052,731781.0,147.18041029766692,1657.3333333333333
7843,4,3,2370,15200,1.0,1975,98052,585000.0,38.48684210526316,3800.0
7844,3,3,2180,7519,1.0,1981,98052,568500.0,75.60845857161857,2506.3333333333335
7846,4,2,2210,10039,1.0,1967,98052,620000.0,61.759139356509614,2509.75
7847,3,3,2530,9932,2.0,1995,98052,717500.0,72.24124043495772,3310.6666666666665
7848,3,2,2380,10450,1.0,1977,98052,565000.0,54.066985645933016,3483.3333333333335
7849,3,3,2740,5735,2.0,2004,98052,675000.0,117.69834350479512,1911.6666666666667
7851,4,2,2390,12000,1.0,1979,98052,650000.0,54.166666666666664,3000.0
7854,3,3,2730,9588,2.0,1984,98052,981000.0,102.3153942428035,3196.0
7855,3,3,1710,2300,2.0,2005,98052,539000.0,234.34782608695653,766.6666666666666
7856,3,2,1800,11200,1.0,1979,98052,445000.0,39.732142857142854,3733.3333333333335
7858,3,3,2060,8123,2.0,1977,98052,541338.0,66.64261972177766,2707.6666666666665
7859,4,3,2970,5050,2.0,2014,98052,855169.0,169.34039603960397,1262.5
7860,5,4,4180,7232,2.0,2014,98052,1040890.0,143.92837389380531,1446.4
7861,4,3,3430,6500,2.0,2006,98052,780000.0,120.0,1625.0
7862,5,4,3220,5081,2.0,2013,98052,950968.0,187.16158236567605,1016.2
7863,4,3,3640,6389,2.0,2014,98052,932990.0,146.03067772734389,1597.25
7864,3,3,2440,4153,2.0,2003,98052,710000.0,170.9607512641464,1384.3333333333333
7865,4,3,3330,7399,2.0,2009,98052,760000.0,102.71658332207055,1849.75
7866,4,3,3590,5625,2.0,2012,98052,1100000.0,195.55555555555554,1406.25
7867,4,3,3550,6558,2.0,2013,98052,952990.0,145.31716986886246,1639.5
7868,3,3,2550,5376,2.0,2004,98052,711000.0,132.25446428571428,1792.0
7869,5,4,3920,5150,2.0,2004,98052,918000.0,178.25242718446603,1030.0
7870,3,3,2930,5641,2.0,2013,98052,754842.0,133.81350824321927,1880.3333333333333
7871,4,3,3600,6055,2.0,2014,98052,923990.0,152.59950454170107,1513.75
7872,4,3,3190,10034,2.0,2007,98052,925000.0,92.18656567669922,2508.5
7873,3,3,2820,5348,2.0,2008,98052,749000.0,140.0523560209424,1782.6666666666667
7874,4,3,2490,5647,2.0,2014,98052,778983.0,137.9463431910749,1411.75
7875,4,3,3310,5404,2.0,2004,98052,803100.0,148.6121391561806,1351.0
7876,4,3,2970,4400,2.0,2014,98052,775950.0,176.35227272727272,1100.0
7877,5,4,4410,14380,2.0,2006,98052,1240000.0,86.23087621696801,2876.0
7878,4,3,3400,9692,2.0,2007,98052,830000.0,85.63763929013619,2423.0
7879,4,3,2440,4850,2.0,2013,98052,745641.0,153.74041237113403,1212.5
7880,4,3,3270,5187,2.0,2014,98052,1033890.0,199.3233082706767,1296.75
7881,4,3,3340,5677,2.0,2011,98052,799000.0,140.74335036110622,1419.25
7882,5,4,3870,5929,2.0,2014,98052,1299890.0,219.24270534660144,1185.8
7883,4,3,3110,6050,2.0,2014,98052,799990.0,132.2297520661157,1512.5
7884,5,3,2590,7084,2.0,2014,98052,779380.0,110.0197628458498,1416.8
7885,4,4,3640,6049,2.0,2014,98052,939000.0,155.2322697966606,1512.25
7886,3,3,1920,3624,2.0,2003,98052,674000.0,185.98233995584988,1208.0
7887,3,3,2810,5400,2.0,2005,98052,739000.0,136.85185185185185,1800.0
7888,5,3,3300,7560,2.0,2007,98052,1105000.0,146.16402116402116,1512.0
7889,5,3,2940,5225,2.0,2010,98052,837000.0,160.19138755980862,1045.0
7890,5,4,3190,4247,2.0,2013,98052,780000.0,183.65905344949377,849.4
7891,4,3,3070,7150,2.0,2007,98052,850000.0,118.88111888111888,1787.5
7893,4,3,3550,8618,2.0,2007,98052,880000.0,102.1118588999768,2154.5
7894,5,3,2870,6593,2.0,2006,98052,730000.0,110.7234946155013,1318.6
7895,4,5,4040,8400,2.0,2006,98052,860000.0,102.38095238095238,2100.0
7896,4,3,3560,5265,3.0,2014,98052,882566.0,167.62886989553655,1316.25
7897,4,3,3420,6845,2.0,2009,98052,757500.0,110.66471877282689,1711.25
7898,4,3,3340,8384,2.0,2014,98052,810000.0,96.61259541984732,2096.0
7899,5,4,3230,7560,2.0,2007,98052,1075000.0,142.1957671957672,1512.0
7900,4,4,3830,7150,2.0,2014,98052,989990.0,138.46013986013986,1787.5
7901,4,4,2510,3763,2.0,2013,98052,680000.0,180.70688280627158,940.75
7902,4,3,2450,4247,2.0,2013,98052,712198.0,167.69437249823406,1061.75
7903,4,5,4150,6303,3.0,2014,98052,988990.0,156.90782167221957,1575.75
7904,3,3,2510,3819,2.0,2007,98052,667000.0,174.65305053678975,1273.0
7905,4,3,3570,6054,2.0,2014,98052,928990.0,153.45061116617111,1513.5
7906,4,3,2510,3479,2.0,2007,98052,685000.0,196.89565967231962,869.75
7907,4,3,2810,5497,2.0,2011,98052,750000.0,136.4380571220666,1374.25
7908,4,3,3040,6425,2.0,2008,98052,776000.0,120.77821011673151,1606.25
7909,5,4,4200,5400,2.0,2012,98052,850000.0,157.40740740740742,1080.0
7910,4,3,3570,6218,2.0,2014,98052,942990.0,151.65487294950145,1554.5
7911,4,5,5420,101930,1.0,2001,98053,1225000.0,12.01805160404199,25482.5
7912,5,3,3595,5639,2.0,2014,98053,861990.0,152.86220961163326,1127.8
7913,2,2,1510,6516,1.0,2005,98053,479950.0,73.65715162676489,3258.0
7915,4,3,3500,7048,2.0,2005,98053,780000.0,110.66969353007946,1762.0
7917,5,4,4410,57063,2.0,1990,98053,1095000.0,19.189317070606172,11412.6
7918,4,3,3040,6587,2.0,2003,98053,650000.0,98.67921663883406,1646.75
7920,2,2,1670,6460,1.0,2004,98053,507000.0,78.48297213622291,3230.0
7921,4,3,2900,23488,2.0,1992,98053,690000.0,29.376702997275203,5872.0
7922,2,3,2380,6600,1.0,2010,98053,699800.0,106.03030303030303,3300.0
7923,4,3,2440,22594,2.0,1996,98053,565000.0,25.006638930689565,5648.5
7924,4,3,3200,36276,2.0,1993,98053,737500.0,20.33024589260117,9069.0
7925,3,3,2600,4438,2.0,2004,98053,581000.0,130.9148264984227,1479.3333333333333
7926,2,2,1350,4003,1.0,2004,98053,430000.0,107.41943542343243,2001.5
7927,2,2,1350,4003,1.0,2004,98053,419950.0,104.90881838621034,2001.5
7928,3,3,3000,25341,2.0,1995,98053,740000.0,29.201688962550808,8447.0
7929,2,2,1920,6045,1.0,2003,98053,554000.0,91.64598842018196,3022.5
7930,5,3,4475,6642,2.0,2014,98053,1035480.0,155.89882565492323,1328.4
7933,4,4,4460,103382,2.0,2001,98053,1150000.0,11.123793310247432,25845.5
7934,2,2,1510,6852,1.0,2005,98053,449000.0,65.52831290134267,3426.0
7936,2,3,2630,7957,2.0,2003,98053,750000.0,94.25662938293327,3978.5
7937,2,2,1350,4225,1.0,2003,98053,428000.0,101.30177514792899,2112.5
7938,2,2,1200,3900,1.0,2006,98053,408000.0,104.61538461538461,1950.0
7940,4,2,2460,40635,1.0,1968,98053,715000.0,17.595668758459457,10158.75
7941,4,3,4740,49091,2.0,1990,98053,1150000.0,23.425882544661956,12272.75
7942,4,3,3350,35298,2.0,1985,98053,720500.0,20.41192135531758,8824.5
7943,2,3,2170,8678,1.0,2008,98053,740000.0,85.27310440193592,4339.0
7944,4,3,3510,28052,2.0,1988,98053,915000.0,32.61799515186083,7013.0
7948,2,1,1290,3140,2.0,2008,98053,305000.0,97.13375796178345,1570.0
7949,2,2,1680,6194,1.0,2004,98053,575000.0,92.83177268324185,3097.0
7950,3,3,2410,46609,2.0,1989,98053,715000.0,15.34038490420305,15536.333333333334
7951,2,2,1510,4980,1.0,2006,98053,419000.0,84.13654618473896,2490.0
7953,3,3,3530,69834,2.0,1994,98053,760000.0,10.882950998081164,23278.0
7954,4,2,2090,45738,2.0,1987,98053,600000.0,13.118194936376755,11434.5
7955,4,3,2520,35636,2.0,1980,98053,575000.0,16.135368728252327,8909.0
7956,2,3,2770,7781,2.0,2006,98053,754800.0,97.0055262819689,3890.5
7957,4,3,2690,4736,2.0,2001,98053,608000.0,128.3783783783784,1184.0
7958,2,2,1560,4675,1.0,2006,98053,509000.0,108.87700534759358,2337.5
7960,4,3,5180,49936,2.0,1991,98053,1237500.0,24.781720602371035,12484.0
7961,5,4,3700,5400,2.0,2011,98053,830000.0,153.7037037037037,1080.0
7963,4,4,3915,6364,2.0,2014,98053,963990.0,151.475487115022,1591.0
7965,4,3,4030,57499,2.0,2002,98053,929000.0,16.15680272700395,14374.75
7967,4,3,2490,40608,2.0,1997,98053,635000.0,15.637312844759654,10152.0
7968,2,2,1680,4950,1.0,2006,98053,530000.0,107.07070707070707,2475.0
7969,3,3,2650,40705,2.0,1994,98053,770000.0,18.916595012897677,13568.333333333334
7971,4,3,4600,67369,2.0,1990,98053,800000.0,11.874897950095741,16842.25
7972,4,3,4270,43386,1.0,1991,98053,975000.0,22.47268704190292,10846.5
7973,4,3,3160,42733,2.0,1995,98053,1078000.0,25.226405822198302,10683.25
7975,4,3,2970,29163,2.0,1993,98053,715000.0,24.517367897678565,7290.75
7976,3,3,2620,21587,2.0,1992,98053,672000.0,31.129846666975496,7195.666666666667
7977,2,3,2680,7392,1.0,2004,98053,775000.0,104.8430735930736,3696.0
7978,2,2,1370,4866,1.0,2005,98053,431500.0,88.67653103164817,2433.0
7979,3,3,3820,35016,2.0,1987,98053,775000.0,22.13273931916838,11672.0
7980,4,3,3500,7519,2.0,2004,98053,790000.0,105.06716318659396,1879.75
7981,2,2,1870,4950,1.0,2006,98053,559950.0,113.12121212121212,2475.0
7982,4,3,3280,4904,2.0,2005,98053,634800.0,129.4453507340946,1226.0
7983,2,2,1340,4122,1.0,2007,98053,389000.0,94.37166424065987,2061.0
7984,4,4,3760,57063,2.0,1998,98053,740000.0,12.968122951825176,14265.75
7986,2,3,2395,6143,1.0,2003,98053,800000.0,130.2295295458245,3071.5
7987,3,3,2630,5827,2.0,2001,98053,610000.0,104.68508666552256,1942.3333333333333
7988,2,3,2300,6400,1.0,2007,98053,705000.0,110.15625,3200.0
7989,4,3,3280,5876,2.0,2004,98053,702000.0,119.46902654867256,1469.0
7991,4,3,2480,5000,2.0,2004,98053,599000.0,119.8,1250.0
7992,4,2,2240,45738,2.0,1988,98053,610000.0,13.336831518649701,11434.5
7993,3,2,2780,31510,2.0,1979,98053,666000.0,21.136147254839734,10503.333333333334
7994,5,3,4115,7910,2.0,2014,98053,988830.0,125.01011378002528,1582.0
7995,2,2,1350,4614,1.0,2008,98053,498800.0,108.10576506285219,2307.0
7996,4,3,3830,8331,2.0,2014,98053,1050000.0,126.03528988116673,2082.75
7997,4,3,3480,38985,2.0,1989,98053,895000.0,22.957547774785173,9746.25
7998,3,3,3010,74390,2.0,1998,98053,775000.0,10.418066944481785,24796.666666666668
7999,4,4,5070,60123,2.0,2000,98053,1100000.0,18.2958268882125,15030.75
8000,2,2,1930,4500,1.0,2003,98053,542000.0,120.44444444444444,2250.0
8001,4,4,3695,6556,2.0,2014,98053,994900.0,151.75411836485662,1639.0
8002,3,3,3610,26359,1.0,1998,98053,635000.0,24.090443491786488,8786.333333333334
8003,4,3,2450,55387,2.0,1994,98053,620000.0,11.193962482170907,13846.75
8005,2,2,1930,5520,1.0,2006,98053,559000.0,101.26811594202898,2760.0
8006,3,3,2120,4780,2.0,2004,98053,575000.0,120.2928870292887,1593.3333333333333
8007,4,3,3030,29163,2.0,1998,98053,835000.0,28.63217090148476,7290.75
8008,4,3,3090,67518,2.0,1988,98053,844000.0,12.500370271631269,16879.5
8009,4,4,4160,35000,2.0,1991,98053,1150000.0,32.857142857142854,8750.0
8010,2,2,1660,4500,1.0,2003,98053,559000.0,124.22222222222223,2250.0
8011,4,3,3990,9786,2.0,2004,98053,866000.0,88.4937666053546,2446.5
8012,4,3,2440,34290,2.0,1987,98053,720000.0,20.99737532808399,8572.5
8013,2,2,1350,4286,1.0,2004,98053,455000.0,106.15958936070929,2143.0
8015,4,3,4430,74358,2.0,1990,98053,970000.0,13.044998520670271,18589.5
8016,2,2,1350,6315,1.0,2005,98053,429000.0,67.93349168646081,3157.5
8017,3,4,4160,31796,2.0,1989,98053,1110000.0,34.910051578814944,10598.666666666666
8018,4,3,3280,5232,2.0,2004,98053,671300.0,128.3065749235474,1308.0
8019,2,2,1560,4823,1.0,2004,98053,519000.0,107.60937176031516,2411.5
8021,2,1,1290,2482,2.0,2008,98053,300000.0,120.87026591458502,1241.0
8022,2,2,1440,4225,1.0,2005,98053,437000.0,103.4319526627219,2112.5
8024,4,3,3440,56192,2.0,1994,98053,785000.0,13.96996013667426,14048.0
8025,2,3,2170,7546,1.0,2007,98053,745000.0,98.72780280943546,3773.0
8026,4,2,4470,86225,2.0,1991,98053,885000.0,10.263844592635547,21556.25
8028,4,2,2250,41688,2.0,1980,98053,569000.0,13.649011706006524,10422.0
8029,3,4,5400,24740,2.0,1997,98053,1210000.0,48.90864995957963,8246.666666666666
8030,1,1,530,13679,1.0,1949,98053,400000.0,29.24190364792748,13679.0
8032,2,2,1670,4996,1.0,2004,98053,554000.0,110.88871096877502,2498.0
8033,3,3,2490,23891,2.0,1993,98053,700000.0,29.29973630237328,7963.666666666667
8034,4,4,4380,74052,1.0,2001,98053,1300000.0,17.555231458974774,18513.0
8035,3,2,2570,47480,1.0,1979,98053,625000.0,13.163437236731255,15826.666666666666
8037,3,3,2300,6009,1.0,2005,98053,738500.0,122.89898485604925,2003.0
8038,4,3,3880,15025,2.0,2004,98053,702000.0,46.722129783693845,3756.25
8039,2,3,2320,9311,1.0,2007,98053,694000.0,74.53549565030609,4655.5
8040,3,3,3270,38088,2.0,1992,98053,765000.0,20.08506616257089,12696.0
8041,4,3,3220,38448,2.0,1993,98053,775000.0,20.157095297544736,9612.0
8042,4,3,2500,4950,2.0,2010,98053,680000.0,137.37373737373738,1237.5
8043,2,2,1300,6515,1.0,2005,98053,439888.0,67.51926323867997,3257.5
8044,3,4,2800,7694,1.0,2005,98053,920000.0,119.57369378736678,2564.6666666666665
8045,3,3,2620,6842,2.0,2002,98053,635000.0,92.80912014030986,2280.6666666666665
8046,2,2,1870,6275,1.0,2003,98053,579000.0,92.27091633466135,3137.5
8047,4,3,3280,27441,2.0,1996,98053,699000.0,25.47283262271783,6860.25
8048,4,3,2570,27972,2.0,1997,98053,635000.0,22.7012727012727,6993.0
8049,5,3,3830,6507,2.0,2014,98053,955990.0,146.91716612878437,1301.4
8050,3,3,2770,39529,2.0,1987,98053,715000.0,18.08798603556882,13176.333333333334
8051,4,4,4150,49503,2.0,2003,98053,1175000.0,23.735935195846718,12375.75
8052,2,2,1340,4664,1.0,2004,98053,415000.0,88.97941680960548,2332.0
8053,3,3,2790,21043,2.0,1993,98053,750000.0,35.641305897448085,7014.333333333333
8054,4,3,3800,22029,2.0,1993,98053,894000.0,40.58286803758682,5507.25
8055,4,3,3320,38043,2.0,1997,98053,685000.0,18.00594064611098,9510.75
8056,2,2,1510,4555,1.0,2005,98053,473000.0,103.84193194291987,2277.5
8058,2,3,1900,5065,2.0,2005,98053,505000.0,99.70384995064165,2532.5
8060,3,3,3030,46538,2.0,1997,98053,820000.0,17.62000945463922,15512.666666666666
8061,4,3,3350,5416,2.0,2014,98053,790500.0,145.95642540620383,1354.0
8062,4,2,3130,41382,2.0,1986,98053,762500.0,18.425885650766034,10345.5
8063,2,2,1580,5203,1.0,2004,98053,495000.0,95.13742071881607,2601.5
8064,4,4,3790,6874,2.5,2010,98053,875000.0,127.29124236252545,1718.5
8065,2,2,1440,9985,1.0,2006,98053,457000.0,45.7686529794692,4992.5
8066,4,3,3830,6765,2.0,2014,98053,963990.0,142.49667405764967,1691.25
8067,4,3,2420,4500,2.0,2001,98053,597400.0,132.75555555555556,1125.0
8068,4,3,2540,38677,2.0,1987,98053,652500.0,16.870491506580137,9669.25
8069,4,3,3240,22795,2.0,1998,98053,574000.0,25.18096073700373,5698.75
8070,4,2,3740,32417,2.0,2000,98053,860000.0,26.529290187247433,8104.25
8071,2,2,1350,3900,1.0,2003,98053,428000.0,109.74358974358974,1950.0
8073,4,3,3660,5637,2.0,2014,98053,839990.0,149.01365974809295,1409.25
8075,2,3,2280,6230,1.0,2005,98053,752500.0,120.78651685393258,3115.0
8076,1,0,690,23244,1.0,1948,98053,484000.0,20.822577869557737,23244.0
8078,4,3,3170,32430,2.5,1989,98053,910000.0,28.060437866173295,8107.5
8081,5,4,4720,18741,2.0,2005,98053,875000.0,46.689077423830106,3748.2
8082,4,3,3770,35081,2.0,1989,98053,950000.0,27.080185855591346,8770.25
8083,4,3,3720,30649,2.0,1988,98053,899000.0,29.332115240301476,7662.25
8086,4,4,5440,38900,2.0,1990,98053,1769000.0,45.47557840616967,9725.0
8088,2,2,1350,4220,1.0,2004,98053,480000.0,113.74407582938389,2110.0
8091,2,2,1350,3926,1.0,2007,98053,410000.0,104.43199184921039,1963.0
8095,2,3,1900,2983,2.0,2006,98053,530000.0,177.67348307073416,1491.5
8098,2,2,1850,4667,1.0,2010,98053,589000.0,126.20527105206772,2333.5
8099,3,3,2210,4000,2.0,2008,98053,660000.0,165.0,1333.3333333333333
8100,2,3,2700,9854,1.0,2012,98053,850000.0,86.25938705094377,4927.0
8102,2,1,1290,2828,2.0,2008,98053,265000.0,93.70579915134371,1414.0
8103,2,2,1300,2983,1.0,2006,98053,412250.0,138.19979886020784,1491.5
8107,2,2,1570,4665,1.0,2006,98053,592350.0,126.97749196141478,2332.5
8109,5,3,4310,28008,2.0,1988,98053,1130000.0,40.3456155384176,5601.6
8110,3,3,2510,5186,2.0,2001,98053,571000.0,110.10412649440802,1728.6666666666667
8111,4,4,3920,37122,2.0,1996,98053,850000.0,22.897473196487258,9280.5
8112,2,2,1870,4751,1.0,2006,98053,592500.0,124.71058724479057,2375.5
8113,2,2,1440,6265,1.0,2005,98053,490000.0,78.2122905027933,3132.5
8114,2,2,2290,9772,1.0,2007,98053,737000.0,75.41956610724519,4886.0
8116,5,4,3870,65556,2.0,1994,98053,850000.0,12.96601378973702,13111.2
8117,2,2,1870,5143,1.0,2005,98053,572000.0,111.21913280186662,2571.5
8119,3,3,2480,6600,2.0,2002,98053,583800.0,88.45454545454545,2200.0
8120,4,3,3080,35430,2.0,1997,98053,635000.0,17.922664408693198,8857.5
8121,2,2,2280,6815,1.0,2002,98053,835000.0,122.52384446074835,3407.5
8122,2,2,1510,4908,1.0,2006,98053,450000.0,91.68704156479218,2454.0
8123,4,3,2660,4000,2.0,2001,98053,583000.0,145.75,1000.0
8124,3,1,1610,58370,1.0,1978,98053,590000.0,10.10793215692993,19456.666666666668
8126,4,3,3190,38119,2.0,1988,98053,765000.0,20.06873212833495,9529.75
8127,4,3,2630,28298,2.0,1996,98053,650000.0,22.969821188776592,7074.5
8128,4,3,3510,24604,2.0,1997,98053,782000.0,31.78344984555357,6151.0
8129,4,3,2470,33305,2.0,1993,98053,633100.0,19.0091577841165,8326.25
8132,4,2,2350,46173,2.0,1980,98053,635000.0,13.752625993546012,11543.25
8133,2,3,2160,5581,1.0,2002,98053,715000.0,128.11324135459594,2790.5
8136,2,1,1640,17335,1.0,1978,98053,379500.0,21.892125757138736,8667.5
8139,2,2,1930,5570,1.0,2005,98053,515000.0,92.45960502692998,2785.0
8140,2,2,1300,3865,1.0,2006,98053,398000.0,102.97542043984475,1932.5
8142,3,3,2550,45254,2.0,2001,98053,695000.0,15.357758430194016,15084.666666666666
8143,2,2,1200,7131,1.0,2006,98053,389000.0,54.55055391950638,3565.5
8144,2,2,1300,4659,1.0,2005,98053,344000.0,73.8355870358446,2329.5
8145,3,4,2300,5611,1.0,2004,98053,675000.0,120.29941186954197,1870.3333333333333
8146,4,3,2780,6978,2.0,2001,98053,710000.0,101.74835196331327,1744.5
8147,4,2,2390,57599,2.0,1981,98053,589000.0,10.225871976944044,14399.75
8149,3,3,2480,9041,2.0,2004,98053,620000.0,68.5764849021126,3013.6666666666665
8150,2,2,1340,4447,1.0,2004,98053,381000.0,85.67573645154036,2223.5
8151,4,3,2650,6240,2.0,2013,98053,702000.0,112.5,1560.0
8156,4,2,3280,35160,1.0,1976,98053,605000.0,17.207053469852106,8790.0
8157,3,3,2850,21780,2.0,1994,98053,799990.0,36.73048668503214,7260.0
8158,3,2,2320,38186,2.0,1980,98053,610000.0,15.97444089456869,12728.666666666666
8159,3,3,3100,45738,2.0,1991,98053,894400.0,19.554855918492283,15246.0
8160,2,3,2390,7489,1.0,2007,98053,699950.0,93.46374682868206,3744.5
8161,4,4,3790,90169,2.0,1998,98053,1295000.0,14.36192039392696,22542.25
8163,2,2,1680,4500,1.0,2004,98053,550285.0,122.28555555555556,2250.0
8164,2,2,1560,4500,1.0,2004,98053,579000.0,128.66666666666666,2250.0
8165,2,3,1900,3690,2.0,2006,98053,541500.0,146.7479674796748,1845.0
8166,4,3,2980,5896,2.0,2001,98053,610000.0,103.45997286295794,1474.0
8167,2,2,1440,4660,1.0,2008,98053,445000.0,95.49356223175965,2330.0
8168,2,2,1680,4647,1.0,2008,98053,560000.0,120.50785452980418,2323.5
8170,4,3,2770,5612,2.0,2001,98053,650000.0,115.8232359230221,1403.0
8171,3,3,3360,8708,2.0,2006,98053,850000.0,97.61139182361048,2902.6666666666665
8172,4,3,2610,33206,2.0,1988,98053,743700.0,22.39655483948684,8301.5
8174,4,3,3270,45537,2.0,1993,98053,735000.0,16.14072073259108,11384.25
8175,3,3,2690,10443,1.0,2007,98053,829000.0,79.38331896964473,3481.0
8177,4,2,2570,36465,2.0,1980,98053,580000.0,15.905662964486494,9116.25
8178,2,2,1930,4601,1.0,2006,98053,558000.0,121.27798304716366,2300.5
8180,4,4,4080,10666,2.0,2005,98053,920000.0,86.25539096193512,2666.5
8184,4,4,3920,9555,2.0,2004,98053,889000.0,93.04029304029304,2388.75
8186,3,2,2180,60112,2.0,1976,98053,650000.0,10.813148788927336,20037.333333333332
8187,2,2,1810,4220,2.0,2004,98053,489000.0,115.87677725118483,2110.0
8188,4,3,3500,7200,2.0,2005,98053,788600.0,109.52777777777777,1800.0
8191,3,3,2620,4800,2.0,2002,98053,597500.0,124.47916666666667,1600.0
8192,3,2,2340,57499,1.0,1988,98053,600000.0,10.434964086331936,19166.333333333332
8194,3,3,2320,32772,2.0,1992,98053,630000.0,19.22372757231783,10924.0
8195,2,2,1930,5479,1.0,2005,98053,548050.0,100.02737725862383,2739.5
8196,2,2,1660,5581,1.0,2005,98053,545000.0,97.65275040315356,2790.5
8197,2,3,2170,6750,1.0,2012,98053,765000.0,113.33333333333333,3375.0
8198,4,3,3010,46173,2.0,1996,98053,700000.0,15.160375110995604,11543.25
8202,4,3,3555,6565,2.0,2014,98053,895990.0,136.47981721249047,1641.25
8203,4,3,3500,9198,2.0,2004,98053,790000.0,85.88823657316809,2299.5
8204,4,3,2780,6207,2.0,2001,98053,705000.0,113.58144030932817,1551.75
8206,4,2,2420,37800,1.0,1981,98053,602000.0,15.925925925925926,9450.0
8208,4,3,2560,5593,2.0,2001,98053,600000.0,107.2769533345253,1398.25
8209,2,3,2210,6327,1.0,2003,98053,802000.0,126.75833728465308,3163.5
8210,4,3,2840,54400,1.0,1984,98053,713000.0,13.106617647058824,13600.0
8211,2,2,1870,5580,1.0,2004,98053,554000.0,99.2831541218638,2790.0
8213,4,3,3900,40962,2.0,1991,98053,780000.0,19.042038962941263,10240.5
8215,4,3,3230,21781,2.0,1993,98053,785000.0,36.04058583168817,5445.25
8218,4,3,2390,53941,2.0,1989,98053,682000.0,12.64344376262954,13485.25
